0,1
0,2
0,3
0,4
0,6
0,8
0,9
0,10
0,11
0,12
0,13
0,14
0,15
0,16
0,17
0,18
0,20
0,22
0,23
0,24
0,36
0,40
0,80
0,88
1,3
1,4
1,5
1,7
1,10
1,12
1,13
1,15
1,17
1,19
1,20
1,21
1,22
1,23
1,24
1,26
1,83
2,3
2,4
2,5
2,6
2,7
2,8
2,10
2,11
2,12
2,14
2,15
2,17
2,18
2,19
2,22
2,23
2,24
2,39
2,72
3,4
3,5
3,8
3,9
3,10
3,12
3,13
3,14
3,15
3,16
3,17
3,19
3,20
3,22
3,23
3,24
3,85
3,93
4,5
4,6
4,8
4,9
4,10
4,12
4,15
4,17
4,18
4,19
4,20
4,21
4,22
4,23
4,30
4,55
4,90
5,7
5,8
5,9
5,12
5,13
5,14
5,15
5,17
5,19
5,20
5,21
5,22
5,28
5,31
5,36
5,39
5,42
5,52
5,55
5,56
5,88
5,92
5,99
6,8
6,9
6,12
6,13
6,14
6,17
6,18
6,19
6,20
6,22
6,23
6,24
6,48
6,56
6,65
6,98
7,9
7,10
7,12
7,13
7,14
7,15
7,16
7,17
7,18
7,19
7,20
7,21
7,22
7,23
7,58
7,59
7,72
7,74
7,96
8,10
8,11
8,12
8,13
8,14
8,16
8,17
8,20
8,21
8,22
8,23
8,24
8,26
8,89
9,11
9,13
9,14
9,15
9,17
9,18
9,19
9,20
9,21
9,22
9,24
9,46
9,67
9,68
9,82
10,12
10,13
10,19
10,20
10,21
10,22
10,23
10,24
10,26
10,29
10,47
10,81
11,13
11,15
11,16
11,19
11,21
11,22
11,24
11,32
11,52
11,53
11,97
12,13
12,15
12,16
12,17
12,19
12,21
12,22
12,23
12,24
12,44
12,46
12,49
12,54
12,89
12,91
12,99
13,14
13,15
13,17
13,18
13,19
13,20
13,21
13,22
13,24
13,25
13,30
13,33
13,73
13,76
13,86
14,16
14,17
14,18
14,19
14,20
14,22
14,23
14,65
14,72
14,85
14,97
15,17
15,18
15,19
15,23
15,24
15,70
16,19
16,21
16,22
16,24
16,31
16,37
16,55
16,69
17,18
17,20
17,21
17,22
17,23
17,24
17,34
17,36
17,41
17,44
17,49
17,63
17,74
18,19
18,21
18,22
18,23
18,24
19,22
19,23
19,24
19,25
19,30
19,51
19,58
20,21
20,23
20,24
20,49
21,23
21,24
21,27
21,30
21,75
22,23
22,24
22,35
22,39
22,75
22,92
23,30
23,78
23,87
24,29
24,34
24,58
24,60
24,73
24,77
24,93
25,26
25,29
25,30
25,31
25,32
25,33
25,36
25,37
25,38
25,39
25,40
25,41
25,43
25,44
25,45
25,46
25,47
25,48
25,49
25,85
25,94
26,27
26,28
26,31
26,32
26,33
26,35
26,36
26,37
26,39
26,41
26,43
26,46
26,48
26,83
27,28
27,31
27,32
27,33
27,34
27,36
27,37
27,38
27,39
27,40
27,41
27,42
27,43
27,44
27,45
27,46
27,48
27,49
27,51
28,29
28,30
28,31
28,32
28,34
28,35
28,38
28,39
28,40
28,44
28,46
28,47
28,48
28,49
28,62
28,80
29,30
29,31
29,32
29,33
29,34
29,35
29,36
29,37
29,38
29,39
29,40
29,41
29,42
29,43
29,44
29,45
29,46
29,47
29,48
29,49
29,60
29,66
29,76
29,98
30,32
30,35
30,36
30,37
30,38
30,40
30,41
30,43
30,46
30,47
30,48
30,49
30,52
30,81
30,84
31,32
31,33
31,34
31,35
31,37
31,38
31,40
31,43
31,44
31,45
31,46
31,48
31,52
31,81
31,89
32,33
32,34
32,35
32,36
32,39
32,40
32,43
32,44
32,45
32,46
32,47
32,68
32,89
32,91
32,96
33,34
33,36
33,39
33,42
33,44
33,45
33,46
33,48
33,51
33,58
33,60
33,74
33,83
33,99
34,36
34,38
34,39
34,40
34,41
34,42
34,44
34,45
34,47
34,63
34,97
35,36
35,37
35,39
35,41
35,43
35,44
35,45
35,47
35,48
35,49
35,95
35,96
36,37
36,38
36,39
36,40
36,41
36,43
36,45
36,46
36,47
36,48
36,49
36,63
36,89
37,38
37,40
37,41
37,42
37,45
37,46
37,47
37,48
37,49
37,77
37,78
37,87
37,99
38,39
38,40
38,41
38,42
38,44
38,45
38,46
38,48
38,92
39,40
39,41
39,42
39,43
39,44
39,46
39,48
39,49
39,51
39,68
40,41
40,42
40,43
40,44
40,45
40,47
40,49
40,66
40,75
40,95
41,43
41,44
41,45
41,46
41,49
41,68
41,76
41,86
41,92
42,43
42,44
42,47
42,48
42,49
42,99
43,44
43,45
43,46
43,47
43,48
43,49
43,65
43,66
43,70
43,86
43,88
44,45
44,46
44,49
44,56
44,57
44,58
44,66
44,80
44,88
45,46
45,49
45,67
46,47
46,49
46,80
46,81
46,91
47,48
47,49
47,94
48,55
48,61
49,51
49,60
49,62
49,80
49,92
50,51
50,54
50,55
50,57
50,59
50,60
50,63
50,64
50,65
50,67
50,70
50,72
50,74
50,83
50,89
50,96
51,53
51,54
51,55
51,57
51,58
51,59
51,60
51,61
51,62
51,63
51,64
51,65
51,66
51,67
51,68
51,70
51,74
52,53
52,56
52,57
52,58
52,59
52,62
52,63
52,64
52,66
52,67
52,68
52,69
52,71
52,72
52,73
52,76
52,92
53,56
53,57
53,61
53,62
53,63
53,67
53,68
53,69
53,71
53,72
53,74
53,96
54,56
54,57
54,58
54,59
54,60
54,62
54,63
54,65
54,66
54,68
54,69
54,70
54,71
54,72
54,93
55,56
55,57
55,58
55,59
55,60
55,61
55,62
55,63
55,65
55,66
55,67
55,68
55,69
55,70
55,72
55,74
55,84
56,57
56,58
56,59
56,61
56,62
56,63
56,65
56,67
56,68
56,69
56,70
56,71
56,73
56,77
57,58
57,60
57,61
57,62
57,63
57,65
57,66
57,68
57,69
57,70
57,72
57,98
58,59
58,61
58,64
58,65
58,67
58,74
58,90
58,98
59,61
59,62
59,63
59,64
59,65
59,66
59,69
59,70
59,71
59,73
59,93
60,61
60,62
60,65
60,66
60,67
60,69
60,70
60,71
60,73
60,74
61,62
61,65
61,67
61,68
61,69
61,70
61,71
61,73
61,74
61,80
61,82
62,63
62,66
62,67
62,68
62,70
62,71
62,72
62,73
63,64
63,65
63,66
63,67
63,68
63,70
63,71
63,72
63,73
63,85
63,89
64,65
64,66
64,68
64,69
64,71
64,73
64,74
65,66
65,67
65,68
65,69
65,70
65,72
65,73
65,74
65,86
66,67
66,69
66,71
66,73
66,74
67,68
67,70
67,73
67,74
67,82
67,88
67,93
68,70
68,71
68,72
68,73
68,74
68,80
68,91
69,71
69,72
69,73
69,74
69,78
70,71
70,72
70,73
70,74
70,75
71,73
71,74
71,91
72,73
72,74
72,87
72,95
73,76
73,79
73,86
73,87
73,97
74,93
75,76
75,77
75,78
75,79
75,81
75,83
75,88
75,89
75,90
75,93
75,94
75,96
75,97
75,98
76,77
76,78
76,79
76,80
76,81
76,83
76,84
76,85
76,86
76,89
76,90
76,91
76,92
76,93
76,94
76,95
76,96
76,97
76,98
76,99
77,79
77,80
77,81
77,82
77,83
77,84
77,85
77,86
77,87
77,88
